Greedy 10: ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greedy 50: ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greedy 100: ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greedy 500: ,10,9,9,6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
Greedy 1000: ,10,10,10,9,10,9,10,10,10,11,10,10,10,10,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,11,10,11,9,9,9,10,10,10,10,10,10,10,11,9,9,9,10,10,10,10,10,9,10,10,10,9,9,9,10,9,9,9,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,9,10,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,10,10,9
Greedy 5000: ,268,282,265,266,272,271,266,262,267,267,271,274,265,264,267,266,268,264,269,260,265,261,267,267,268,266,270,267,266,269,269,265,266,263,265,269,267,264,269,264,269,269,270,266,265,266,268,264,268,266,270,266,266,270,263,274,265,266,267,269,272,272,264,266,269,270,267,268,268,265,273,267,276,265,259,269,264,268,268,275,269,274,267,268,265,267,262,274,269,268,270,262,266,267,270,270,267,261,269,266
Greedy 10000: ,1086,1088,1085,1083,1087,1093,1090,1078,1078,1101,1083,1096,1076,1087,1093,1090,1089,1085,1095,1080,1079,1087,1073,1086,1085,1082,1088,1079,1088,1084,1077,1091,1085,1087,1078,1085,1078,1084,1094,1078,1079,1083,1085,1077,1081,1076,1073,1088,1079,1087,1077,1104,1107,1081,1086,1084,1089,1090,1081,1100,1093,1098,1088,1088,1081,1110,1098,1090,1096,1096,1096,1112,1097,1099,1101,1097,1095,1095,1092,1093,1084,1101,1090,1091,1089,1089,1099,1101,1101,1086,1102,1092,1093,1098,1108,1107,1104,1091,1097,1106
